DataKey,rgb,label,(times),DATE,totEarNum,SPAD,LAI,dsm,time,days
202504170935_10,/RGB/RGB_202504170935/RGB_202504170935_10/Augmented/RGB_202504170935_10_raw1_enhanced_jittered.jpg,10,6,17/4/2025,487,49.8,4.620,/DSM/DSM_202504170935/DSM_202504170935_10/DSM_202504170935_10_original_correctedTilt.tif,9.583333333333334,167
202504170935_10,/RGB/RGB_202504170935/RGB_202504170935_10/Augmented/RGB_202504170935_10_raw1_enhanced_noisy.jpg,10,6,17/4/2025,487,49.8,4.620,/DSM/DSM_202504170935/DSM_202504170935_10/DSM_202504170935_10_original_correctedTilt.tif,9.583333333333334,167
202504170935_10,/RGB/RGB_202504170935/RGB_202504170935_10/Augmented/RGB_202504170935_10_raw1_enhanced_original.jpg,10,6,17/4/2025,487,49.8,4.620,/DSM/DSM_202504170935/DSM_202504170935_10/DSM_202504170935_10_original_correctedTilt.tif,9.583333333333334,167
202504170935_10,/RGB/RGB_202504170935/RGB_202504170935_10/Augmented/RGB_202504170935_10_raw1_enhanced_rotated.jpg,10,6,17/4/2025,487,49.8,4.620,/DSM/DSM_202504170935/DSM_202504170935_10/Augmented/DSM_202504170935_10_original_rotated.tif,9.583333333333334,167
202504170935_10,/RGB/RGB_202504170935/RGB_202504170935_10/Augmented/RGB_202504170935_10_raw1_enhanced_zoomed.jpg,10,6,17/4/2025,487,49.8,4.620,/DSM/DSM_202504170935/DSM_202504170935_10/Augmented/DSM_202504170935_10_original_zoomed.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_brightenFlipped.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_flipped.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_brightenOriginal.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_darkenFlipped.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_flipped.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_darkenOriginal.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_flipped.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_flipped.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_jittered.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_noisy.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_original.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_rotated.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_rotated.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_original_enhanced_zoomed.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_zoomed.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_brightenFlipped.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_flipped.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_brightenOriginal.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_darkenFlipped.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_flipped.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_darkenOriginal.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_flipped.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_flipped.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_jittered.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_noisy.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_original.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/DSM_202504170935_11_original_correctedTilt.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_rotated.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_rotated.tif,9.583333333333334,167
202504170935_11,/RGB/RGB_202504170935/RGB_202504170935_11/Augmented/RGB_202504170935_11_raw1_enhanced_zoomed.jpg,11,6,17/4/2025,437,52.7,3.150,/DSM/DSM_202504170935/DSM_202504170935_11/Augmented/DSM_202504170935_11_original_zoomed.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_brightenFlipped.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_flipped.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_brightenOriginal.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_darkenFlipped.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_flipped.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_darkenOriginal.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_flipped.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_flipped.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_jittered.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_noisy.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_original.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_rotated.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_rotated.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_original_enhanced_zoomed.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_zoomed.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_brightenFlipped.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_flipped.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_brightenOriginal.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_darkenFlipped.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_flipped.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_darkenOriginal.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_flipped.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_flipped.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_jittered.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_noisy.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_original.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/DSM_202504170935_12_original_correctedTilt.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_rotated.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_rotated.tif,9.583333333333334,167
202504170935_12,/RGB/RGB_202504170935/RGB_202504170935_12/Augmented/RGB_202504170935_12_raw1_enhanced_zoomed.jpg,12,6,17/4/2025,446,48.9,6.789,/DSM/DSM_202504170935/DSM_202504170935_12/Augmented/DSM_202504170935_12_original_zoomed.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_brightenFlipped.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_flipped.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_brightenOriginal.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_darkenFlipped.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_flipped.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_darkenOriginal.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_flipped.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_flipped.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_jittered.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_noisy.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_original.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_rotated.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_rotated.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_original_enhanced_zoomed.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_zoomed.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_raw1_enhanced_brightenFlipped.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_flipped.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_raw1_enhanced_brightenOriginal.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_raw1_enhanced_darkenFlipped.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_flipped.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_raw1_enhanced_darkenOriginal.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/DSM_202504170935_13_original_correctedTilt.tif,9.583333333333334,167
202504170935_13,/RGB/RGB_202504170935/RGB_202504170935_13/Augmented/RGB_202504170935_13_raw1_enhanced_flipped.jpg,13,6,17/4/2025,390,46.5,5.763,/DSM/DSM_202504170935/DSM_202504170935_13/Augmented/DSM_202504170935_13_original_flipped.tif,9.583333333333334,167
